amount,txn_hour,user_age,device_change,is_foreign,account_age_days,prev_txn_24h,avg_amount_30d,location_distance_km,label,merchant_cat_entertainment,merchant_cat_food,merchant_cat_grocery,merchant_cat_others,merchant_cat_travel,merchant_cat_utilities,txn_type_merchant,txn_type_p2p,txn_type_recharge
77.0,19,69,0,0,4500,1,219.0,1.8,0,0,0,0,1,0,0,0,1,0
2783.0,14,19,0,0,347,0,47.0,4.91,0,0,0,0,1,0,0,0,1,0
5960.0,2,46,0,0,489,2,156.0,1.61,0,0,1,0,0,0,0,0,1,0
2364.0,5,24,0,0,2848,4,10.0,1.32,0,0,1,0,0,0,0,1,0,0
2884.0,7,48,0,0,2407,2,898.0,9.44,0,0,1,0,0,0,0,0,1,0
416.0,15,58,0,0,1081,2,710.0,8.81,0,0,1,0,0,0,0,1,0,0
4852.0,14,35,0,0,1111,1,3535.0,1.99,0,0,0,0,1,0,0,1,0,0
329.0,12,26,0,0,2426,1,1151.0,0.45,0,1,0,0,0,0,0,0,1,0
4537.0,19,25,0,0,931,1,226.0,3.44,0,0,0,1,0,0,0,1,0,0
7894.0,14,50,0,0,1387,2,985.0,3.0,0,0,0,0,0,0,1,1,0,0
1866.0,17,22,0,0,970,1,10.0,10.19,0,0,0,0,1,0,0,0,1,0
5956.0,12,65,0,0,4404,1,3424.0,3.96,0,0,0,0,0,0,1,1,0,0
1264.0,23,31,0,0,1935,0,762.0,14.3,0,1,0,0,0,0,0,1,0,0
451.0,7,30,0,0,3161,3,102.0,3.3,0,1,0,0,0,0,0,0,1,0
862.0,13,28,0,0,4787,1,552.0,5.5,0,0,1,0,0,0,0,1,0,0
1350.0,10,37,0,0,3668,3,2259.0,3.27,0,0,1,0,0,0,0,0,1,0
114.0,5,40,0,0,164,2,1516.0,1.94,0,0,0,0,0,1,0,1,0,0
1461.0,23,62,1,0,651,2,284.0,0.14,0,0,1,0,0,0,0,0,1,0
5959.0,0,44,0,0,3732,1,404.0,7.88,0,0,0,0,0,0,1,0,1,0
316.0,1,32,0,0,2360,2,1537.0,11.67,0,0,0,0,0,1,0,0,1,0
2360.0,12,47,0,0,2095,0,1842.0,6.61,0,1,0,0,0,0,0,0,1,0
3577.0,0,33,0,0,4102,2,1968.0,1.59,0,0,0,1,0,0,0,0,1,0
4316.0,23,62,0,0,3949,0,2364.0,8.49,0,0,0,1,0,0,0,0,0,0
4833.0,23,57,0,0,1571,1,555.0,4.74,0,0,0,1,0,0,0,0,0,0
1106.0,3,35,0,0,3143,2,1582.0,5.74,0,0,1,0,0,0,0,1,0,0
5679.0,23,68,0,0,3365,1,341.0,0.34,0,0,0,1,0,0,0,1,0,0
2124.0,22,64,0,0,1147,2,1457.0,4.36,0,0,0,0,0,0,1,0,1,0
265.0,1,59,0,0,4853,0,342.0,4.12,0,0,0,0,0,0,0,1,0,0
972.0,20,40,0,0,2569,0,750.0,5.42,0,0,1,0,0,0,0,0,0,0
1901.0,19,53,0,0,4939,1,506.0,7.38,0,0,1,0,0,0,0,1,0,0
426.0,15,55,0,0,3797,2,1787.0,2.59,0,0,1,0,0,0,0,1,0,0
1535.0,2,25,0,0,1852,1,55.0,0.84,0,0,1,0,0,0,0,1,0,0
1648.0,16,56,0,0,4659,1,2378.0,12.88,0,0,0,1,0,0,0,0,1,0
266.0,4,46,0,0,2375,0,496.0,7.49,0,0,0,0,1,0,0,0,0,0
1249.0,7,29,0,0,1932,2,525.0,3.89,0,0,0,1,0,0,0,0,1,0
2215.0,11,35,0,0,4139,0,1407.0,2.19,0,0,0,0,0,0,1,1,0,0
1036.0,22,67,0,0,1590,0,878.0,20.67,0,0,0,0,1,0,0,0,1,0
18.0,11,36,0,0,2944,1,2458.0,0.49,0,0,1,0,0,0,0,1,0,0
14.0,0,53,0,0,3097,2,633.0,13.64,0,0,0,0,1,0,0,1,0,0
662.0,0,50,0,0,908,2,654.0,2.59,0,0,0,1,0,0,0,0,1,0
3909.0,14,22,0,0,4673,0,2852.0,0.51,0,0,1,0,0,0,0,1,0,0
389.0,16,56,0,0,260,3,2088.0,2.38,0,0,1,0,0,0,0,1,0,0
1509.0,1,45,0,0,1133,2,187.0,6.92,0,0,0,0,0,0,0,1,0,0
377.0,16,43,0,0,4624,1,293.0,2.76,0,0,1,0,0,0,0,1,0,0
582.0,19,60,0,0,2763,2,785.0,3.4,0,0,1,0,0,0,0,0,0,0
2826.0,8,38,0,0,1678,1,2242.0,8.67,0,0,0,0,0,0,1,1,0,0
1958.0,11,40,0,0,870,1,663.0,4.78,0,0,0,0,1,0,0,1,0,0
150.0,3,38,0,0,2032,0,1056.0,5.51,0,0,0,0,0,0,0,1,0,0
840.0,12,28,0,0,4682,4,79.0,0.84,0,0,0,1,0,0,0,0,0,0
44.0,3,59,0,0,1589,1,592.0,1.45,0,0,1,0,0,0,0,1,0,0
983.0,6,56,0,0,575,1,128.0,2.65,0,0,1,0,0,0,0,0,0,0
1629.0,13,33,0,0,141,1,242.0,0.58,0,1,0,0,0,0,0,0,1,0
189.0,8,50,0,0,4095,1,146.0,1.64,0,0,1,0,0,0,0,1,0,0
511.0,22,44,0,0,3373,0,145.0,8.96,0,0,0,0,0,0,0,0,1,0
761.0,0,18,0,0,1207,1,3834.0,0.11,0,0,0,0,0,1,0,0,1,0
3780.0,0,61,0,0,1086,1,283.0,0.26,0,0,0,0,1,0,0,0,0,0
7498.0,19,33,0,0,397,0,667.0,5.81,0,0,1,0,0,0,0,1,0,0
69.0,3,22,0,0,1865,1,16.0,2.44,0,0,0,0,0,0,1,1,0,0
2147.0,0,63,0,0,2064,3,1314.0,7.41,0,0,0,1,0,0,0,1,0,0
697.0,21,35,0,0,438,0,912.0,13.43,0,0,0,1,0,0,0,1,0,0
748.0,9,58,0,0,3432,0,208.0,1.55,0,0,0,1,0,0,0,1,0,0
2105.0,1,51,0,0,652,0,29.0,0.19,0,0,1,0,0,0,0,0,0,0
3759.0,20,61,0,0,2178,1,257.0,3.04,0,0,0,0,1,0,0,0,0,0
4522.0,23,42,0,0,2977,0,792.0,16.65,0,0,1,0,0,0,0,1,0,0
1291.0,14,59,0,0,655,2,12.0,3.94,0,0,0,1,0,0,0,0,1,0
663.0,2,51,0,0,849,2,63.0,2.37,0,0,0,1,0,0,0,1,0,0
2324.0,22,32,0,0,1187,2,421.0,4.01,0,0,1,0,0,0,0,1,0,0
434.0,8,21,0,0,478,0,155.0,0.9,0,0,0,0,0,0,1,1,0,0
1245.0,16,68,0,0,1062,0,799.0,6.96,0,0,1,0,0,0,0,0,1,0
666.0,20,21,0,0,976,0,154.0,5.7,0,0,1,0,0,0,0,1,0,0
1603.0,12,42,0,0,3949,0,4043.0,6.44,0,0,0,0,0,0,1,0,0,0
412.0,2,58,0,0,2897,0,458.0,1.8,0,0,0,1,0,0,0,0,1,0
319.0,3,30,0,0,519,1,128.0,8.4,0,0,0,0,0,0,0,0,1,0
3756.0,3,59,0,0,3640,1,61.0,11.17,0,0,0,0,0,0,0,0,0,1
161.0,10,63,0,0,2949,2,437.0,15.56,0,0,0,1,0,0,0,0,0,0
1058.0,6,42,0,0,3803,1,1325.0,5.09,0,0,0,0,0,0,0,1,0,0
374.0,10,20,0,0,65,0,462.0,2.14,0,0,0,1,0,0,0,0,1,0
60.0,23,52,0,0,3266,0,122.0,2.45,0,1,0,0,0,0,0,0,0,0
55.0,10,69,0,0,4033,0,537.0,4.17,0,0,0,0,0,1,0,1,0,0
289.0,9,65,0,0,3677,1,329.0,4.28,0,0,0,0,0,0,1,1,0,0
3024.0,4,26,0,0,853,0,558.0,7.86,0,0,0,0,1,0,0,1,0,0
498.0,12,31,0,0,4266,1,397.0,0.44,0,0,0,1,0,0,0,1,0,0
4507.0,11,39,0,0,4834,3,835.0,4.18,0,0,0,0,1,0,0,1,0,0
1307.0,9,65,0,0,962,0,1302.0,2.14,0,0,1,0,0,0,0,0,0,0
861.0,6,26,0,0,3353,1,1740.0,8.98,0,0,1,0,0,0,0,1,0,0
1302.0,18,41,0,0,6,0,1082.0,2.17,0,0,1,0,0,0,0,1,0,0
1091.0,18,40,0,0,4360,0,351.0,3.15,0,0,0,0,0,0,0,1,0,0
2133.0,18,54,0,0,4149,1,476.0,1.29,0,0,0,0,1,0,0,0,1,0
498.0,11,62,0,0,2067,3,821.0,1.75,0,0,0,1,0,0,0,1,0,0
653.0,19,32,0,0,2313,0,199.0,4.06,0,0,0,1,0,0,0,0,1,0
3368.0,21,53,0,0,2854,3,968.0,2.77,0,0,0,1,0,0,0,0,1,0
4391.0,14,31,0,0,3415,0,839.0,1.13,0,0,0,0,0,0,0,0,1,0
3346.0,4,69,0,0,3488,0,855.0,3.21,0,0,0,1,0,0,0,0,1,0
816.0,23,37,0,0,2433,3,324.0,0.9,0,0,0,0,0,0,0,1,0,0
2274.0,13,56,0,0,3079,2,736.0,10.67,0,0,0,1,0,0,0,0,1,0
970.0,11,53,0,0,4971,1,176.0,12.9,0,0,0,0,1,0,0,1,0,0
1032.0,20,44,0,0,2928,1,168.0,1.28,0,0,0,1,0,0,0,1,0,0
344.0,10,34,0,0,3839,1,1171.0,0.27,0,0,0,1,0,0,0,1,0,0
1342.0,4,43,0,0,1280,1,382.0,13.09,0,0,0,0,0,0,1,1,0,0
309.0,15,58,0,0,4346,0,629.0,1.87,0,0,0,0,1,0,0,1,0,0
604.0,17,21,0,0,2962,0,277.0,1.04,0,0,0,1,0,0,0,1,0,0
2897.0,11,20,0,0,618,2,215.0,12.59,0,0,0,1,0,0,0,1,0,0
348.0,4,36,0,0,2360,1,1211.0,10.71,0,0,0,0,1,0,0,0,1,0
111.0,15,58,0,0,3932,1,1265.0,0.27,0,0,0,1,0,0,0,0,0,0
107.0,11,57,0,0,2080,0,1448.0,1.16,0,0,1,0,0,0,0,0,0,0
4240.0,22,56,0,0,3661,1,1542.0,8.37,0,0,0,1,0,0,0,1,0,0
1061.0,1,24,0,0,2886,1,424.0,1.55,0,0,0,0,1,0,0,0,0,1
790.0,5,53,0,0,93,2,1324.0,5.52,0,0,0,0,1,0,0,0,1,0
2498.0,22,36,0,0,3594,1,340.0,0.2,0,0,0,0,1,0,0,0,1,0
2710.0,20,29,0,0,891,1,43.0,9.21,0,0,0,1,0,0,0,0,0,0
606.0,3,37,0,0,1960,1,935.0,2.74,0,0,1,0,0,0,0,0,1,0
1774.0,12,55,0,0,3914,1,177.0,3.17,0,0,0,1,0,0,0,1,0,0
2212.0,9,29,0,0,4130,2,480.0,8.26,0,0,0,0,1,0,0,0,1,0
1595.0,16,46,1,0,4948,1,143.0,3.03,0,0,0,0,1,0,0,1,0,0
247.0,13,47,0,0,3361,2,397.0,0.55,0,0,1,0,0,0,0,0,1,0
3130.0,23,37,0,0,3019,2,1729.0,3.51,0,0,0,0,0,0,1,0,1,0
1162.0,14,21,0,0,1368,1,760.0,3.05,0,0,0,1,0,0,0,1,0,0
498.0,7,19,0,0,4705,1,128.0,2.99,0,0,1,0,0,0,0,0,1,0
831.0,22,64,0,0,4604,2,1034.0,1.07,0,0,0,0,0,0,1,1,0,0
57.0,23,47,0,0,4128,3,1506.0,0.9,0,0,1,0,0,0,0,1,0,0
205.0,17,40,0,0,4733,0,146.0,7.52,0,0,1,0,0,0,0,1,0,0
2176.0,2,23,0,0,4716,1,1090.0,4.83,0,0,0,0,0,0,0,1,0,0
0.0,16,35,1,0,4819,5,637.0,0.03,0,0,0,0,1,0,0,1,0,0
808.0,23,39,0,0,3501,0,742.0,9.02,0,0,0,0,1,0,0,0,1,0
1109.0,23,54,0,0,4098,0,2238.0,0.65,0,0,0,0,1,0,0,1,0,0
84.0,6,21,0,0,1486,0,30.0,6.69,0,0,0,0,0,1,0,1,0,0
5422.0,12,60,0,0,1313,1,815.0,0.5,0,0,1,0,0,0,0,0,1,0
385.0,15,28,0,0,3689,0,68.0,17.77,0,0,0,1,0,0,0,1,0,0
544.0,4,58,0,0,211,2,1247.0,11.54,0,0,0,0,1,0,0,1,0,0
543.0,3,52,0,0,4034,0,1812.0,1.01,0,0,0,0,0,0,1,0,1,0
393.0,9,28,0,0,783,1,72.0,0.04,0,0,0,0,0,0,1,0,1,0
2.0,12,51,0,0,112,2,21.0,0.31,0,0,0,0,0,0,1,0,1,0
1960.0,9,26,1,0,1389,1,2493.0,8.27,0,0,0,0,1,0,0,0,0,0
5110.0,13,48,0,0,2024,3,2089.0,0.4,0,0,0,0,0,0,0,0,0,0
381.0,21,59,0,0,3785,0,2059.0,7.53,0,0,0,1,0,0,0,0,0,0
1632.0,11,49,0,0,4399,2,2247.0,8.57,0,0,0,0,0,0,1,1,0,0
2032.0,0,60,0,0,697,1,555.0,1.83,0,0,0,0,1,0,0,0,0,1
2830.0,20,52,0,0,861,0,3014.0,6.64,0,0,0,0,0,0,1,1,0,0
824.0,19,66,0,0,255,0,1783.0,8.58,0,0,1,0,0,0,0,0,1,0
541.0,19,28,0,0,1253,2,82.0,7.58,0,0,1,0,0,0,0,0,1,0
590.0,6,34,0,0,1365,0,1340.0,1.06,0,0,0,0,0,1,0,0,1,0
1870.0,8,68,0,0,2975,1,997.0,2.98,0,0,0,0,0,1,0,1,0,0
2546.0,7,53,0,0,1589,1,115.0,0.35,0,0,0,0,0,0,1,0,1,0
301.0,12,19,0,0,4438,3,1071.0,3.73,0,0,0,1,0,0,0,1,0,0
695.0,13,41,0,0,2804,0,531.0,2.92,0,0,0,0,1,0,0,0,0,0
3483.0,11,63,0,0,3410,0,1538.0,11.65,0,0,0,0,0,0,1,0,0,1
2465.0,7,32,0,0,258,1,1367.0,0.09,0,1,0,0,0,0,0,1,0,0
6285.0,20,45,0,0,3132,2,2282.0,3.78,0,0,0,1,0,0,0,0,1,0
2105.0,21,20,0,0,2277,2,63.0,6.59,0,0,0,1,0,0,0,1,0,0
749.0,17,46,0,0,432,0,991.0,3.12,0,0,0,0,1,0,0,0,0,0
1340.0,15,69,0,0,3888,0,379.0,1.36,0,0,0,0,0,0,0,0,1,0
1623.0,10,62,0,0,118,1,1197.0,4.71,0,0,1,0,0,0,0,0,1,0
123.0,15,30,0,0,2948,4,738.0,21.75,0,0,1,0,0,0,0,0,0,0
1180.0,13,67,0,0,340,1,547.0,0.21,0,1,0,0,0,0,0,1,0,0
1853.0,2,39,0,0,2219,2,3.0,1.09,0,0,0,1,0,0,0,0,0,0
275.0,20,69,0,0,1277,1,748.0,3.37,0,0,0,1,0,0,0,1,0,0
2276.0,1,48,0,0,532,0,436.0,4.55,0,0,0,0,1,0,0,0,1,0
1315.0,2,24,0,0,4445,0,323.0,4.89,0,0,0,0,0,0,1,1,0,0
4562.0,3,65,0,0,3376,0,3591.0,0.31,0,0,0,1,0,0,0,0,1,0
65.0,21,65,0,0,3423,1,964.0,0.66,0,0,0,1,0,0,0,0,1,0
462.0,4,43,0,0,1597,2,621.0,14.47,0,0,0,0,1,0,0,1,0,0
1380.0,9,48,0,0,151,1,1624.0,0.39,0,0,0,1,0,0,0,1,0,0
528.0,19,55,0,0,829,0,206.0,2.72,0,0,0,0,0,0,1,0,1,0
1880.0,1,55,0,0,2384,0,774.0,4.3,0,0,1,0,0,0,0,1,0,0
2134.0,11,21,0,0,275,0,1578.0,1.89,0,0,0,0,1,0,0,1,0,0
162.0,4,52,0,0,4811,2,106.0,1.48,0,1,0,0,0,0,0,1,0,0
1082.0,4,50,0,0,1228,4,215.0,1.71,0,0,0,0,0,0,1,1,0,0
1067.0,22,20,0,0,1252,1,69.0,1.66,0,0,0,0,0,0,0,1,0,0
691.0,0,36,0,0,3251,1,3908.0,2.39,0,0,0,0,1,0,0,1,0,0
4053.0,3,26,0,0,257,0,696.0,0.62,0,0,1,0,0,0,0,1,0,0
2636.0,20,63,0,0,681,2,538.0,9.6,0,0,0,0,1,0,0,0,1,0
1792.0,23,36,0,0,4004,1,331.0,7.12,0,0,1,0,0,0,0,0,1,0
1879.0,11,36,0,0,1643,3,477.0,0.17,0,0,0,0,0,0,1,1,0,0
929.0,11,43,0,0,3112,0,1196.0,7.16,0,0,0,0,0,0,0,0,0,0
3807.0,15,30,0,0,2983,2,1988.0,8.8,0,0,0,0,0,1,0,1,0,0
1779.0,23,39,0,0,1800,4,89.0,12.76,0,0,0,1,0,0,0,0,1,0
1958.0,16,65,0,0,243,1,285.0,4.75,0,0,1,0,0,0,0,1,0,0
2967.0,20,25,0,0,480,2,168.0,9.58,0,0,0,1,0,0,0,1,0,0
480.0,9,41,0,0,774,3,457.0,7.12,0,0,0,1,0,0,0,0,1,0
2468.0,16,43,1,0,209,0,605.0,0.13,0,0,0,1,0,0,0,1,0,0
326.0,16,65,0,0,1546,0,1022.0,8.33,0,0,0,1,0,0,0,0,1,0
635.0,17,58,0,0,3997,1,1668.0,4.35,0,0,0,0,1,0,0,1,0,0
613.0,1,58,0,0,3613,0,625.0,5.26,0,0,1,0,0,0,0,1,0,0
5761.0,3,20,0,0,3732,1,537.0,10.81,0,0,0,0,0,1,0,0,1,0
2913.0,18,24,0,0,2626,1,686.0,0.05,0,0,0,0,0,0,0,0,0,0
1812.0,10,69,1,0,481,1,1754.0,0.57,0,0,0,0,0,0,1,0,1,0
1948.0,16,67,0,0,1549,3,837.0,4.26,0,0,1,0,0,0,0,1,0,0
1239.0,11,19,0,0,1004,1,1239.0,2.64,0,0,0,0,1,0,0,0,1,0
4409.0,1,50,0,0,4460,0,1017.0,2.71,0,0,0,0,1,0,0,1,0,0
1029.0,5,29,0,0,2471,1,2056.0,1.87,0,0,1,0,0,0,0,0,1,0
718.0,8,65,0,0,1959,3,1358.0,8.53,0,1,0,0,0,0,0,0,1,0
267.0,4,29,0,0,1638,0,334.0,0.55,0,0,0,1,0,0,0,1,0,0
2314.0,19,27,0,0,3757,0,1541.0,3.81,0,0,0,0,0,0,1,1,0,0
1989.0,20,58,0,0,2261,0,504.0,3.06,0,0,0,0,0,0,0,1,0,0
728.0,8,44,0,0,1193,2,1503.0,4.01,0,0,0,1,0,0,0,0,0,1
38.0,22,35,0,0,1232,1,1889.0,0.26,0,0,0,1,0,0,0,1,0,0
2740.0,7,21,1,0,2018,0,925.0,5.6,0,0,0,0,0,1,0,0,1,0
17.0,19,57,0,0,521,3,1015.0,0.07,0,0,1,0,0,0,0,1,0,0
1825.0,7,40,0,0,19,0,122.0,3.75,0,1,0,0,0,0,0,0,1,0
5273.0,21,38,0,0,1510,2,313.0,1.54,0,0,1,0,0,0,0,0,1,0
863.0,20,53,0,0,4626,1,653.0,1.88,0,0,0,0,0,0,0,1,0,0
402.0,22,47,0,0,2285,0,3.0,6.7,0,0,0,0,0,1,0,0,0,1
1831.0,5,65,0,0,2152,1,1503.0,21.3,0,0,0,0,1,0,0,0,1,0
2548.0,2,38,0,0,937,1,369.0,3.23,0,0,0,0,1,0,0,1,0,0
1186.0,4,40,0,0,237,4,1028.0,5.54,0,0,0,0,0,0,1,0,1,0
5118.0,8,38,0,0,3174,0,1173.0,1.43,0,1,0,0,0,0,0,0,1,0
80.0,6,25,0,0,1972,2,635.0,4.04,0,1,0,0,0,0,0,0,1,0
1054.0,3,56,0,0,3658,1,1249.0,0.53,0,0,0,1,0,0,0,1,0,0
1901.0,6,30,0,0,4693,0,918.0,9.49,0,0,0,1,0,0,0,0,1,0
2978.0,4,57,0,0,3750,1,357.0,3.04,0,0,0,0,0,0,0,0,0,0
296.0,10,39,0,0,943,1,1355.0,2.24,0,0,0,1,0,0,0,0,1,0
2414.0,14,24,0,0,391,0,809.0,3.6,0,0,1,0,0,0,0,0,1,0
1207.0,1,41,0,0,2809,1,140.0,12.21,0,0,0,0,1,0,0,1,0,0
758.0,12,22,0,0,3852,3,1186.0,7.49,0,0,1,0,0,0,0,0,1,0
212.0,21,67,0,0,1844,1,902.0,0.83,0,0,0,0,0,1,0,0,0,1
3007.0,15,43,0,0,4713,1,268.0,7.31,0,0,0,0,0,0,1,0,1,0
257.0,6,68,0,0,3932,1,1476.0,2.49,0,0,0,1,0,0,0,0,0,0
556.0,7,27,0,0,3504,0,375.0,2.51,0,0,0,0,0,0,0,1,0,0
514.0,5,28,0,0,1279,2,644.0,7.09,0,0,1,0,0,0,0,1,0,0
3077.0,23,57,0,0,2375,1,336.0,3.08,0,0,0,0,0,1,0,0,1,0
1675.0,6,55,0,0,630,2,1031.0,0.38,0,0,0,0,1,0,0,0,1,0
2389.0,17,28,0,0,4495,2,696.0,1.42,0,0,1,0,0,0,0,0,1,0
432.0,21,65,0,0,3622,2,508.0,11.25,0,0,0,0,1,0,0,0,1,0
1471.0,21,47,0,0,156,1,16.0,4.48,0,0,1,0,0,0,0,0,1,0
1272.0,19,21,0,0,1151,1,748.0,9.91,0,0,0,0,0,0,1,0,0,0
2683.0,6,19,0,0,277,0,779.0,1.82,0,0,0,0,0,0,1,1,0,0
3548.0,2,30,0,0,3052,0,160.0,5.84,0,0,0,0,0,0,0,0,1,0
18.0,4,56,0,0,637,1,323.0,7.69,0,0,0,0,0,0,0,0,1,0
1681.0,0,34,0,0,874,1,1688.0,1.01,0,0,0,0,0,0,0,1,0,0
80.0,14,40,0,0,4073,2,637.0,0.12,0,0,1,0,0,0,0,0,0,0
1194.0,2,62,0,0,910,1,457.0,5.03,0,0,0,0,0,1,0,1,0,0
509.0,7,27,0,0,21,1,2199.0,4.3,0,0,0,1,0,0,0,1,0,0
550.0,8,30,0,0,4812,1,1337.0,0.2,0,0,0,0,0,0,1,1,0,0
653.0,14,59,0,0,540,0,82.0,2.64,0,0,0,1,0,0,0,0,0,1
1456.0,9,56,0,0,2981,0,1567.0,4.14,0,1,0,0,0,0,0,1,0,0
610.0,1,59,0,0,2684,2,130.0,1.19,0,1,0,0,0,0,0,1,0,0
1979.0,19,46,0,0,1825,0,154.0,0.51,0,1,0,0,0,0,0,0,0,0
778.0,4,33,0,0,242,1,63.0,8.08,0,0,1,0,0,0,0,0,1,0
106.0,18,20,0,0,3054,1,525.0,12.95,0,0,0,1,0,0,0,0,1,0
2297.0,12,53,0,0,3596,1,828.0,2.97,0,0,0,0,1,0,0,1,0,0
505.0,10,21,0,0,396,2,1121.0,0.72,0,0,0,1,0,0,0,0,1,0
850.0,0,53,0,0,4316,3,22.0,2.73,0,0,0,1,0,0,0,0,1,0
1735.0,21,33,0,0,4515,1,157.0,1.64,0,0,0,1,0,0,0,1,0,0
606.0,14,58,0,0,3298,1,777.0,3.37,0,0,0,0,0,0,1,0,1,0
87.0,17,23,0,0,2407,2,597.0,0.05,0,0,0,0,0,0,1,1,0,0
702.0,15,59,0,0,501,1,42.0,10.09,0,0,0,0,0,0,1,0,1,0
4336.0,8,45,0,0,3543,1,2192.0,0.3,0,0,1,0,0,0,0,0,1,0
1540.0,0,53,0,0,3423,1,1137.0,2.81,0,0,0,1,0,0,0,0,1,0
1670.0,10,40,0,0,3957,2,356.0,5.41,0,0,0,0,1,0,0,1,0,0
1501.0,8,29,0,0,2829,2,615.0,5.27,0,0,1,0,0,0,0,1,0,0
333.0,22,59,0,0,787,0,375.0,1.77,0,0,1,0,0,0,0,1,0,0
813.0,10,48,0,0,4772,2,486.0,3.46,0,0,0,0,0,0,1,1,0,0
2085.0,12,29,0,0,2262,1,725.0,3.43,0,0,0,1,0,0,0,1,0,0
160.0,1,49,0,0,2540,1,407.0,0.7,0,0,0,1,0,0,0,1,0,0
488.0,13,42,0,0,222,1,776.0,2.33,0,0,1,0,0,0,0,0,1,0
485.0,5,68,0,0,1924,0,501.0,0.64,0,0,0,1,0,0,0,0,1,0
849.0,7,46,0,0,1108,2,857.0,0.29,0,0,0,1,0,0,0,0,0,0
5896.0,17,36,0,0,4839,1,243.0,0.29,0,0,0,0,1,0,0,0,0,1
105.0,15,39,0,0,2092,3,150.0,2.85,0,0,1,0,0,0,0,1,0,0
1097.0,20,41,0,0,1612,2,11.0,6.54,0,0,1,0,0,0,0,1,0,0
297.0,11,50,0,0,3949,1,737.0,20.85,0,0,0,0,0,0,1,1,0,0
5294.0,10,53,1,0,161,2,3161.0,4.23,0,0,0,0,1,0,0,0,1,0
180.0,5,62,0,0,4844,0,436.0,1.78,0,0,0,1,0,0,0,0,1,0
775.0,2,57,0,0,1401,1,191.0,1.16,0,0,0,0,1,0,0,0,1,0
2008.0,13,63,0,0,4404,0,11.0,5.93,0,0,0,0,0,0,1,0,1,0
1829.0,1,33,0,0,4213,2,575.0,0.27,0,0,0,1,0,0,0,0,1,0
824.0,10,19,0,0,2387,1,3936.0,1.52,0,0,0,1,0,0,0,0,0,0
638.0,21,25,1,0,1805,2,3297.0,5.83,0,0,1,0,0,0,0,0,1,0
760.0,2,30,0,0,888,5,85.0,2.94,0,0,0,0,0,0,1,1,0,0
460.0,17,47,0,0,2715,1,1356.0,3.47,0,0,0,1,0,0,0,1,0,0
345.0,0,18,1,0,940,1,152.0,18.54,0,0,1,0,0,0,0,0,1,0
990.0,23,29,0,0,3397,0,1326.0,2.59,0,0,0,0,0,0,1,1,0,0
469.0,0,66,0,0,3493,2,1537.0,4.52,0,0,1,0,0,0,0,0,1,0
508.0,11,24,0,0,2152,2,6.0,32.9,1,0,0,0,1,0,0,1,0,0
1604.0,14,65,0,0,56,0,217.0,5.8,0,0,0,0,1,0,0,0,1,0
5188.0,4,31,0,0,1019,2,47.0,3.61,0,0,1,0,0,0,0,0,0,0
1388.0,5,59,0,0,1331,2,553.0,1.96,0,0,0,0,1,0,0,0,0,0
120.0,15,52,0,0,496,2,22.0,18.74,0,0,0,0,0,0,0,0,1,0
118.0,11,45,0,0,3242,2,787.0,1.74,0,0,0,0,0,0,0,0,1,0
4537.0,11,29,0,0,1165,1,654.0,0.62,0,0,1,0,0,0,0,1,0,0
529.0,2,57,0,0,4130,0,382.0,13.01,0,0,0,0,0,0,1,0,1,0
145.0,22,65,0,0,53,0,496.0,1.92,0,0,0,0,0,0,1,1,0,0
1371.0,1,41,0,0,3075,2,3692.0,4.44,0,0,1,0,0,0,0,1,0,0
1466.0,6,18,0,0,330,1,147.0,5.19,0,0,0,1,0,0,0,0,0,1
1568.0,1,34,1,0,4901,2,1051.0,1.51,0,0,0,1,0,0,0,0,1,0
467.0,20,55,0,0,3764,2,829.0,2.75,0,0,0,0,1,0,0,1,0,0
23.0,6,45,0,0,1670,1,872.0,0.84,0,0,0,0,1,0,0,0,1,0
5029.0,10,50,0,0,149,2,339.0,10.79,0,0,0,0,0,0,1,1,0,0
433.0,10,41,0,0,3578,2,195.0,4.39,0,0,0,0,0,0,1,0,1,0
1691.0,13,64,0,0,133,3,842.0,11.05,0,0,0,0,0,0,1,1,0,0
1839.0,2,62,0,0,2307,1,1951.0,1.49,0,0,0,1,0,0,0,0,1,0
1412.0,13,23,1,0,1300,1,2983.0,5.03,0,0,1,0,0,0,0,0,0,0
563.0,10,38,0,0,3038,0,525.0,1.23,0,0,0,0,0,0,1,0,1,0
474.0,3,62,0,0,2720,1,444.0,1.71,0,0,1,0,0,0,0,0,0,0
1366.0,16,21,0,0,4938,1,343.0,2.24,0,0,0,0,0,0,0,1,0,0
3016.0,15,50,0,0,825,1,1328.0,3.99,0,0,0,0,1,0,0,0,0,0
4399.0,2,27,0,0,4592,0,236.0,4.06,0,0,0,0,1,0,0,1,0,0
168.0,9,53,0,0,4698,1,576.0,1.12,0,0,0,1,0,0,0,0,1,0
252.0,20,30,1,0,1440,2,339.0,0.24,0,0,0,0,0,0,1,0,1,0
4343.0,14,53,0,0,4227,0,1668.0,7.39,0,0,0,0,1,0,0,0,1,0
2001.0,7,65,0,0,4819,1,266.0,3.73,0,0,0,0,0,0,0,0,0,0
3218.0,17,26,0,0,3988,1,928.0,1.88,0,0,1,0,0,0,0,1,0,0
340.0,2,48,0,0,765,1,711.0,0.27,0,0,1,0,0,0,0,1,0,0
